obs,id,time..2,elapsed,date,hhmmss,averaging,TIME..7,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo..38,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID..64,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID..72,Duration,Fo..74,F1,F2,Fmax,T@HIR,T@F1,T@F2,T@Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME..90,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time..141,hhmmss..142,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_hum,AccH2O_des,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
68,r15_hn_ni,1634322688,11333.6,10/15/21 13:31,13:31:28,none,1634322688,0.003905591,3.90559107,7.036167598,394.883,306.6555235,27.91636841,35.94815179,0.156545724,2.762265282,0.151778716,0.095277902,241.7107289,27.09712018,26.5229,3.480085309,34.13166169,1.197746758,3.509195565,2.282338551,-172.2365662,21.05718137,1.638489564,92.16983367,0,0,1,0,48046.21092,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-170-20211015-13_31_28,10418.5,1043.529231,1152.58,0.09461449,0.5,1261.0761,7.036167598,59.65803621,0.006372468,-1,NA,-,0,NA,NA,NA,NA,0.09461449,NA,NA,NA,170,300,300,300,10418.5,1137.31,-0.00739669,-0.57,-,-,-,-,-,-,-,-,-,-,1499.84,1261.0761,0.840807086,0.161157676,6,0.5,0: Broadleaf,2,1634322688,394.883,400.03,13.157,10.8445,389.899,13.9287,1000.01,90.9312,0.103744,26.6643,26.5229,999.9,0,0,9980.62,0,23.4252,-5.14725,400.148,404.416,2.31251,400.03,10.8445,1.19638,0.986101,9.55659,6.71262,1499.84,0.973005,0.0269945,0,1040.58,5.00005,15699.2,12456.8,41.687,43.5,42.75,43.062,43.75,1454.49,40.35,0,126.5999999,0,1043.529231,-23.59726498,-354.9606841,15743.00769,15,1634322649,13:30:48,1634322648,1634322649,71,-0.015,-0.002,4.985,-0.772,400,11,0.84,0.05,-5.0917135,-0.060598424,0.027343975,1,2.30293125,0.045424503,0.004439578,1,2,2,2-Feb,3.82288,2.70681,0.0873129,0.0889818,0.0704514,0.0583443,26649.5,22492.9,26213.4,24090.8,41611.9,37438.9,47397.3,42943.4,2.6946,1.71555,0.151716,0,24.0348,999.9,32.841,27.321,13.1729,55.9903,48.5136,3,-0.232721,-0.52826,20.2469,5.23361,11.986,4.95695,3.304,1207.7,9999,2722.8,15.7,1.86813,1.86381,1.87149,1.86224,1.86172,1.86813,1.85835,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.984,-0.7717,4.984571429,0,0,0,-0.771714286,0,0,0,-1,-1,-1,-1,0.7,0.7,1.51489,2.34253,2.64893,2.90161,2.84424,2.34009,32.3328,14.3159,18,1189.24,352.585,24.9997,24.3773,30.0001,24.2976,24.244,30.3664,0,100,25,400,22.444,109.606,100.01
69,r15_hn_ni,1634322804,11449.6,10/15/21 13:33,13:33:24,none,1634322804,0.004017737,4.017737334,8.555490703,593.452,484.1803515,44.07663929,54.02402154,0.16132009,2.763832953,0.156265705,0.09810699,241.7538209,27.08645998,26.525,3.480516092,34.15916348,1.200131242,3.513350795,2.28038485,-177.1822164,23.75119969,1.847272074,90.17007624,0,0,1,0,48085.67536,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-171-20211015-13_33_24,10418.4,1025.0732,1140.23,0.100994361,0.5,1261.3029,8.555490703,63.69224007,0.007575889,-1,NA,-,0,NA,NA,NA,NA,0.100994361,NA,NA,NA,171,300,300,300,10418.4,1123.71,-0.00739655,-1.63,-,-,-,-,-,-,-,-,-,-,1500.11,1261.3029,0.840806941,0.161157396,6,0.5,0: Broadleaf,2,1634322804,593.452,600.016,13.1834,10.8045,587.792,13.9529,999.984,90.93,0.103515,26.6844,26.525,999.9,0,0,9990,0,23.4809,-6.56445,601.38,606.57,2.37881,600.016,10.8045,1.19876,0.982457,9.58619,6.65878,1500.11,0.973011,0.0269888,0,1024.54,5.00005,15457.5,12459,41.687,43.5,42.687,43.062,43.75,1454.76,40.35,0,115.8000002,0,1025.0732,-6.982307669,-96.78461521,15467.948,15,1634322771,13:32:50,1634322764,1634322771,72,0.675,0.002,5.659,-0.77,600,11,0.58,0.04,-6.536905,-0.085046904,0.045242992,1,2.3741195,0.009369231,0.001639886,1,2,2,2-Feb,3.82284,2.70666,0.118064,0.119601,0.0705471,0.0581846,25753.5,21739.2,26214.8,24092.8,41610.3,37449.8,47399.4,42947.8,2.69422,1.71655,0.149749,0,24.0692,999.9,32.737,27.321,13.1322,55.7903,48.4976,3,-0.234812,-0.536574,20.2465,5.23361,11.986,4.95695,3.304,1211,9999,2722.8,15.7,1.86813,1.86377,1.87149,1.86219,1.86172,1.86813,1.85828,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.66,-0.7695,5.6594,0,0,0,-0.769545,0,0,0,-1,-1,-1,-1,0.7,0.6,2.08496,2.34375,2.64893,2.89917,2.84424,2.34131,32.3107,14.2984,18,1188.14,352.911,25,24.3507,30.0001,24.2713,24.2176,41.759,0,100,25,600,22.444,109.611,100.02
70,r15_hn_ni,1634322914,11559.1,10/15/21 13:35,13:35:13,none,1634322914,0.003993304,3.993304429,9.084662025,792.692,669.3397323,60.92759692,72.15591175,0.159965583,2.772583701,0.155009478,0.097313419,241.7043449,27.09036503,26.5222,3.479941725,34.02049161,1.195167739,3.513081919,2.284773985,-176.1047253,24.05061318,1.864617165,91.51484992,0,0,1,0,48324.36053,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-172-20211015-13_35_14,10418.3,1013.162692,1125.42,0.099747035,0.5,1261.0425,9.084662025,62.89262494,0.007997083,-1,NA,-,0,NA,NA,NA,NA,0.099747035,NA,NA,NA,172,300,300,300,10418.3,1110.9,-0.00739653,-1.86,-,-,-,-,-,-,-,-,-,-,1499.8,1261.0425,0.840807108,0.161157718,6,0.5,0: Broadleaf,2,1634322914,792.692,800.042,13.1299,10.7654,786.394,13.9,1000.01,90.9229,0.103516,26.6831,26.5222,999.9,0,0,10042.5,0,23.4809,-7.3501,803.238,808.749,2.36449,800.042,10.7654,1.19381,0.97882,9.52453,6.60486,1499.8,0.973005,0.0269945,0,1012.46,5.00005,15273.8,12456.4,41.687,43.5,42.75,43.062,43.75,1454.45,40.35,0,108.8000002,0,1013.162692,-7.774700858,-118.9264957,15291.3,15,1634322885,13:34:44,1634322884,1634322885,73,0.638,-0.001,6.298,-0.77,800,11,0.49,0.05,-7.337497561,-0.04743554,0.052616027,1,2.372981463,-0.039800279,0.004057385,1,2,2,2-Feb,3.82288,2.70712,0.143989,0.145368,0.0703449,0.0580234,24998,21104.2,26215.8,24093.6,41621.3,37458.5,47400.7,42949.6,2.69412,1.7177,0.147931,0,24.0962,999.9,32.639,27.321,13.093,55.5103,48.4856,3,-0.236552,-0.535286,20.2467,5.23406,11.986,4.9566,3.30398,1214,9999,2722.8,15.7,1.86813,1.86377,1.87149,1.86218,1.86172,1.86813,1.85832,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.298,-0.7701,6.2977,0,0,0,-0.770155,0,0,0,-1,-1,-1,-1,0.5,0.5,2.61108,2.3291,2.64893,2.90039,2.84424,2.32788,32.3107,14.2809,18,1187.52,353.346,24.9996,24.3303,30,24.2491,24.1964,52.2569,0,100,25,800,22.444,109.615,100.024
71,r15_hn_ni,1634323036,11681.1,10/15/21 13:37,13:37:15,none,1634323036,0.003761985,3.761984908,9.612459126,992.003,848.0840004,77.20062096,90.30148848,0.149075812,2.756756113,0.144737731,0.090840326,241.7043449,27.16380122,26.5369,3.482958077,33.50291214,1.177511463,3.514654065,2.305446613,-165.9035344,22.85809983,1.782536591,100.4414469,2,0,1,0,47891.85711,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-173-20211015-13_37_16,10418.3,995.40172,1108.26,0.101833757,0.5,1261.0425,9.612459126,64.20834802,0.008415624,-1,NA,-,0,NA,NA,NA,NA,0.101833757,NA,NA,NA,173,300,300,300,10418.3,1093.05,-0.00739655,-1.65,-,-,-,-,-,-,-,-,-,-,1499.8,1261.0425,0.840807108,0.161157718,6,0.5,0: Broadleaf,2,1634323036,992.003,1000.01,12.9355,10.7074,984.971,13.7018,999.952,90.9258,0.103651,26.6907,26.5369,999.9,0,0,9948.75,0,23.4809,-8.00415,1005,1010.83,2.22811,1000.01,10.7074,1.17617,0.973581,9.30335,6.5269,1499.8,0.973005,0.0269945,0,994.213,5.00005,15006.9,12456.5,41.625,43.437,42.687,43,43.75,1454.45,40.35,0,121.6000001,0,995.40172,-8.489692305,-129.9923077,15024.36,15,1634322994,13:36:33,1634322989,1634322994,74,0.733,0.004,7.031,-0.766,1000,11,0.47,0.05,-7.88170975,-0.052563265,0.04891234,1,2.244965,-0.09804,0.009478281,1,2,2,2-Feb,3.8228,2.70643,0.166686,0.16795,0.0695957,0.0577914,24334.8,20547.6,26214.7,24094.1,41654.9,37468.4,47399.5,42949.8,2.69265,1.71995,0.149257,0,24.0892,999.9,32.517,27.301,13.0272,55.5203,48.4696,3,-0.237795,-0.550637,20.2464,5.23481,11.986,4.95735,3.304,1217.6,9999,2722.8,15.8,1.86813,1.86385,1.87149,1.86218,1.86172,1.86815,1.85832,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.032,-0.7663,7.031238095,0,0,0,-0.766305,0,0,0,-1,-1,-1,-1,0.8,0.7,3.10303,2.31689,2.64893,2.89917,2.84424,2.35352,32.2887,14.2721,18,1185.19,354.321,25.0004,24.309,30,24.2288,24.1741,62.0806,0,100,25,1000,22.444,109.611,100.025
72,r15_hn_ni,1634323153,11798.1,10/15/21 13:39,13:39:12,none,1634323153,0.003407147,3.407147434,9.539191331,1191.85,1027.57487,93.53590165,108.4891891,0.1326865,2.769422804,0.129253292,0.081084369,241.7538209,27.26645052,26.576,3.490992276,32.7842162,1.152733476,3.516123335,2.338258801,-150.2552018,18.18536388,1.41198422,111.0959672,2,0,1,0,48235.75657,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-174-20211015-13_39_13,10418.3,978.80436,1091.57,0.103305917,0.5,1261.3029,9.539191331,65.15002645,0.008355797,-1,NA,-,0,NA,NA,NA,NA,0.103305917,NA,NA,NA,174,300,300,300,10418.3,1075.77,-0.00739648,-1.33,-,-,-,-,-,-,-,-,-,-,1500.11,1261.3029,0.840806941,0.161157396,6,0.5,0: Broadleaf,2,1634323153,1191.85,1200.01,12.6638,10.6454,1183.91,13.4286,1000,90.9229,0.102975,26.6978,26.576,999.9,0,0,10023.8,0,23.4809,-8.15588,1207.14,1212.92,2.01834,1200.01,10.6454,1.15143,0.967911,8.9879,6.4421,1500.11,0.973011,0.0269888,0,977.948,5.00005,14762.2,12459,41.625,43.437,42.687,43,43.687,1454.76,40.35,0,116.4000001,0,978.80436,-6.469230744,-109.5076922,14774.284,15,1634323124,13:38:44,1634323124,1634323116,75,0.913,0.001,7.945,-0.765,1200,11,0.74,0.03,-8.14182561,0.038368432,0.038202645,1,2.037323415,-0.110193031,0.010890525,1,2,2,2-Feb,3.82287,2.70641,0.187078,0.188218,0.0685482,0.0575371,23739.3,20047.7,26214,24094.1,41701.8,37479.8,47398.2,42950.7,2.69335,1.7213,0.151679,0,24.0886,999.9,32.365,27.301,12.9676,55.2803,48.4455,3,-0.237993,-0.546977,20.2468,5.23406,11.986,4.95705,3.304,1220.9,9999,2722.8,15.8,1.86813,1.86381,1.87149,1.86221,1.86172,1.86813,1.85835,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.94,-0.7648,7.945,0,0,0,-0.764845,0,0,0,-1,-1,-1,-1,0.5,0.6,3.56689,2.30469,2.64893,2.90039,2.84424,2.33521,32.2887,14.2546,18,1185.83,354.92,24.9998,24.3017,30,24.2166,24.1628,71.3698,0,100,25,1200,22.444,109.609,100.026
73,r15_hn_ni,1634323255,11900.1,10/15/21 13:40,13:40:54,none,1634323255,0.003037281,3.037281433,9.620045888,1491.59,1297.329538,118.0886026,135.7710386,0.116395182,2.770642346,0.113745347,0.071323894,241.7522249,27.38552928,26.6118,3.498362584,32.09158918,1.12957601,3.519850648,2.368786574,-133.9441112,15.5345705,1.205959855,124.5486441,4,0,1,0,48266.08536,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-175-20211015-13_40_55,10418.1,965.673,1080.21,0.10603216,0.5,1261.2945,9.620045888,66.86889037,0.008419957,-1,NA,-,0,NA,NA,NA,NA,0.10603216,NA,NA,NA,175,300,300,300,10418.1,1062.24,-0.00739644,-1.42,-,-,-,-,-,-,-,-,-,-,1500.1,1261.2945,0.840806946,0.161157406,6,0.5,0: Broadleaf,2,1634323255,1491.59,1500.08,12.4096,10.6099,1482.73,13.1717,1000.03,90.9212,0.103169,26.7158,26.6118,999.9,0,0,10031.2,0,23.4809,-8.49536,1510.33,1516.17,1.79966,1500.08,10.6099,1.1283,0.964668,8.68764,6.39339,1500.1,0.973011,0.0269888,0,964.881,5.00005,14567,12458.9,41.625,43.437,42.687,42.937,43.687,1454.75,40.35,0,101.4000001,0,965.673,-6.646427345,-99.77435879,14578.36154,15,1634323228,13:40:27,1634323228,1634323226,76,0.906,0.003,8.852,-0.762,1500,11,0.74,0.05,-8.531026829,0.046566272,0.065988888,1,1.825669756,-0.138418955,0.013672162,1,2,2,2-Feb,3.82291,2.70667,0.214432,0.215377,0.0675567,0.0573919,22942.1,19379,26214.7,24095.6,41748,37487.3,47398.6,42951.8,2.69167,1.72225,0.152707,0,24.1077,999.9,32.267,27.291,12.9206,55.6403,48.3894,3,-0.238887,-0.564006,20.2467,5.23331,11.986,4.9565,3.304,1223.6,9999,2722.8,15.8,1.86813,1.86382,1.87149,1.8622,1.86172,1.86814,1.85833,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.86,-0.7621,8.852,0,0,0,-0.76207,0,0,0,-1,-1,-1,-1,0.5,0.5,4.21753,2.26929,2.64893,2.90039,2.84424,2.34131,32.2666,14.2371,18,1183.46,355.327,24.9997,24.2927,30,24.2065,24.1523,84.3841,0,100,25,1500,22.444,109.61,100.03
74,r15_hn_ni,1634323362,12007.6,10/15/21 13:42,13:42:42,none,1634323362,0.002617097,2.617097248,9.433515965,1579.34,1359.387336,123.7346435,143.755254,0.09822811,2.760445407,0.096326793,0.060372006,241.7506289,27.50432173,26.688,3.514095469,31.35875659,1.103846364,3.520057822,2.410249105,-115.4139887,4.286048625,0.334087173,130.9567761,2,0,1,0,47987.96753,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-176-20211015-13_42_43,10418.1,954.67936,1070.12,0.10787635,0.5,1261.2861,9.433515965,68.03147058,0.008272125,-1,NA,-,0,NA,NA,NA,NA,0.10787635,NA,NA,NA,176,300,300,300,10418.1,1051.49,-0.00739649,-0.87,-,-,-,-,-,-,-,-,-,-,1500.09,1261.2861,0.840806952,0.161157417,6,0.5,0: Broadleaf,2,1634323362,1579.34,1587.48,12.1272,10.576,1570.19,12.889,1000.01,90.9188,0.10356,26.7168,26.688,999.9,0,0,9971.25,0,23.4809,-8.14319,1598.73,1604.45,1.55115,1587.48,10.576,1.10259,0.961557,8.34745,6.34653,1500.09,0.973011,0.0269888,0,954.132,5.00005,14407,12458.9,41.625,43.375,42.625,42.937,43.687,1454.74,40.35,0,106.8,0,954.67936,-5.043923088,-65.96153858,14413.7,15,1634323331,13:42:10,1634323331,1634323329,77,0.302,0,9.153,-0.762,1590,11,0.4,0.06,-8.19953025,0.064348255,0.046170434,1,1.57642575,-0.136293321,0.013139272,1,2,2,2-Feb,3.82288,2.70653,0.221815,0.222679,0.0664581,0.0572532,22727.1,19199.5,26215.1,24096.2,41798.7,37494,47399.4,42953,2.69322,1.72302,0.157855,0,24.0996,999.9,32.188,27.291,12.889,55.6703,48.4054,3,-0.240137,-0.574246,20.2462,5.23496,11.986,4.9574,3.304,1226.9,9999,2722.8,15.8,1.86813,1.8638,1.87148,1.86219,1.86172,1.86813,1.85831,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,9.15,-0.7618,9.1535,0,0,0,-0.761852381,0,0,0,-1,-1,-1,-1,0.5,0.6,4.39697,0,2.64893,2.90039,2.84424,2.31323,32.2666,14.2196,18,1185.1,355.609,24.9999,24.2751,30,24.1917,24.1364,100,0,100,25,2000,22.444,109.612,100.033
75,r15_hn_ni,1634323449,12094.6,10/15/21 13:44,13:44:09,none,1634323449,0.002365585,2.365585428,6.404370882,395.579,262.7284157,23.91240804,36.00389563,0.0878166,2.761172525,0.086294002,0.054068352,241.7011529,27.59023352,26.7027,3.517137651,30.79761725,1.085198275,3.523643619,2.431939376,-104.3223174,4.674214462,0.364306162,142.4173562,2,0,1,0,48004.85885,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-177-20211015-13_44_10,10418.1,923.75832,1038.54,0.110522156,0.5,1261.0257,6.404370882,69.68563963,0.005871705,-1,NA,-,0,NA,NA,NA,NA,0.110522156,NA,NA,NA,177,300,300,300,10418.1,1020.71,-0.00739627,-0.4,-,-,-,-,-,-,-,-,-,-,1499.78,1261.0257,0.840807118,0.161157738,6,0.5,0: Broadleaf,2,1634323449,395.579,399.983,11.9232,10.5208,390.676,12.6942,1000.02,90.9123,0.10339,26.7341,26.7027,999.9,0,0,9976.25,0,23.4809,-0.153687,404.658,404.236,1.41155,399.983,10.5208,1.0848,0.956471,8.10798,6.26964,1499.78,0.973005,0.0269945,0,929.294,5.00005,14025.1,12456.2,41.625,43.375,42.625,42.937,43.687,1454.43,40.35,0,86.39999986,0,923.75832,50.44561546,761.7461552,13940.196,15,1634323474,13:44:34,1634323468,1634323474,78,-4.25,-0.009,4.903,-0.771,400,11,0.31,0.08,-0.159048465,-0.087867879,0.035019338,1,1.41827075,-0.040880263,0.004033106,1,2,2,2-Feb,3.82289,2.70641,0.0874452,0.08898,0.0656924,0.0570236,26646.4,22498.4,26213.8,24096.2,41827,37499.9,47396.1,42952.6,2.69408,1.71458,0.158511,0,24.1036,999.9,32.09,27.291,12.8514,56.0003,48.5296,3,-0.240567,-0.574959,20.2465,5.23511,11.986,4.95705,3.304,1229.4,9999,2722.8,15.9,1.86813,1.86381,1.87149,1.86219,1.86172,1.86813,1.8583,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.903,-0.771,9.1535,0,0,0,-0.761852381,0,0,0,-1,-1,-1,-1,2,2,1.51123,2.31689,2.64893,2.90039,2.84424,2.29736,32.2446,14.2108,18,1185.96,351.339,25.0003,24.265,30.0001,24.1823,24.1263,30.2861,0,100,25,400,22.444,109.605,100.032
76,r7_ln_ni,1634325608,14253.6,10/15/21 14:20,14:20:08,none,1634325608,0.005935946,5.935946023,15.17842941,389.478,279.5601626,25.43878191,35.4408361,0.26103377,2.763530309,0.248068592,0.15615406,241.7144999,26.5691786,25.9106,3.356449483,35.10214265,1.233965836,3.515357592,2.122483647,-261.7752196,116.731664,9.052463372,105.7234076,2,0,1,0,48075.03442,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-178-20211015-14_20_09,8298.04,965.54324,1234.01,0.217556389,0.5,1261.0932,15.17842941,137.1794416,0.012828893,-1,NA,-,0,NA,NA,NA,NA,0.217556389,NA,NA,NA,178,300,300,300,8298.04,1180.94,-0.00563691,1.48,-,-,-,-,-,-,-,-,-,-,1499.86,1261.0932,0.840807275,0.161158041,6,0.5,0: Broadleaf,2,1634325608,389.478,399.972,13.5607,10.0475,384.335,14.3298,1000.02,90.891,0.104733,26.6941,25.9106,999.9,0,0,9992.5,0,21.8116,-10.4935,394.832,404.031,3.51316,399.972,10.0475,1.23255,0.913231,10.0006,5.60095,1499.86,0.972999,0.0270012,0,964.656,5.00005,14559.1,12456.9,42.062,44.062,43.125,43.625,44.125,1454.5,40.36,0,2158.8,0,965.54324,-8.030923077,-121.6384614,14575.272,15,1634325575,14:19:35,1634325566,1634325575,80,-0.01,0,5.144,-0.769,400,10,0.18,0.03,-10.5636125,-0.017872795,0.043081331,1,3.50617325,0.056118011,0.005476897,1,2,2,2-Feb,3.82283,2.7079,0.0862008,0.0888096,0.0718416,0.0549554,26618.1,22469.8,26153.2,24064,41459.3,37537.6,47295.9,42902.6,2.68243,1.69097,0.105239,0,24.1841,999.9,29.893,28.006,12.4841,55.6966,48.6218,3,-0.189497,-0.335869,20.2334,5.23182,11.986,4.95635,3.30398,1293.2,9999,2722.8,16.5,1.86874,1.86446,1.87202,1.86292,1.86234,1.86876,1.85898,1.86535,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.143,-0.7691,5.14355,0,0,0,-0.769128571,0,0,0,-1,-1,-1,-1,0.7,0.6,1.50879,2.33398,2.64893,2.90161,2.84424,2.34375,35.0594,24.1751,18,1185.31,343.755,25.0002,24.9284,30.0001,24.8186,24.7599,30.2461,0,100,25,400,22.444,109.366,99.9096
77,r7_ln_ni,1634325730,14375.6,10/15/21 14:22,14:22:10,none,1634325730,0.006095276,6.095275575,12.82845563,291.237,202.4836714,18.42397326,26.49963162,0.270412863,2.754714357,0.256483893,0.161494083,241.7575919,26.52409213,25.8493,3.344285695,35.17258136,1.236361948,3.515129967,2.107923747,-268.8016529,125.2997098,9.744961343,108.0006102,0,0,1,0,47835.07573,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-179-20211015-14_22_11,8297.58,915.20744,1165.58,0.214805127,0.5,1261.32,12.82845563,135.4690014,0.010963479,-1,NA,-,0,NA,NA,NA,NA,0.214805127,NA,NA,NA,179,300,300,300,8297.58,1113.68,-0.0056366,1.57,-,-,-,-,-,-,-,-,-,-,1500.13,1261.32,0.84080713,0.161157761,6,0.5,0: Broadleaf,2,1634325730,291.237,299.999,13.5879,9.9805,286.69,14.3619,1000.02,90.8845,0.105421,26.693,25.8493,999.9,0,0,9941.25,0,21.8116,-8.16522,295.855,303.023,3.61226,299.999,9.9805,1.23537,0.907073,10.0348,5.50345,1500.13,0.973004,0.0269955,0,916.847,5.00005,13855.7,12459.2,42.062,44,43.187,43.625,44.125,1454.77,40.36,0,121.3999999,0,915.20744,12.79730771,209.1000003,13830.176,15,1634325757,14:22:37,1634325748,1634325757,81,-0.597,-0.004,4.547,-0.774,300,10,0.2,0.03,-8.1716995,-0.327673621,0.043444565,0,3.60196275,0.050902852,0.005020248,1,1,2,2-Jan,3.82283,2.70813,0.0682029,0.0707834,0.0719519,0.0546673,27139.1,22914.6,26150.3,24064.6,41449.9,37548.8,47291.4,42902.7,2.68778,1.68935,0.103302,0,24.1544,999.9,29.667,28.087,12.4509,56.1566,48.6258,3,-0.188252,-0.343448,20.233,5.23391,11.986,4.9569,3.304,1296.6,9999,2722.8,16.5,1.86875,1.86444,1.87207,1.86292,1.86234,1.86876,1.85897,1.86537,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.547,-0.774,5.14355,0,0,0,-0.769128571,0,0,0,-1,-1,-1,-1,2.7,2.6,1.20117,2.33643,2.64893,2.90161,2.84424,2.33521,35.1516,24.1663,18,1192.73,343.123,25,24.9473,30.0002,24.8456,24.7859,24.0802,0,100,25,300,22.444,109.355,99.9106
